"report_uuid","issue_ordi","registrant_name","client_name","issue_text","date_received"
"01b080c8-a3e5-5e1c-88f0-bcc7b64ae3ae",1,KELLEY DRYE & WARREN LLP,New Shipper Bond Petitioners Coalition,"Federal Policy regarding the distribution of duties collected on dumped Chinese imports to U.S. honey, crawfish, garlic, and canned mushroom producers under the Continued Dumping and Subsidy Offset Act (P.L. 106-387).",2020-04-20 00:00:00
faacfc88-eab6-5c07-b50a-d606de9d0f3d,1,"THE LIVINGSTON GROUP, L.L.C.","North American Interpipe, Inc.","1. An antidumping duty suspension agreement on certain oil country tubular goods (OCTG) from Ukraine; and 
2. Section 232 of the Trade Expansion Act of 1962",2020-04-17 00:00:00
"087686c5-06d8-5907-90b2-17e10141d7fc",9,"NEW YORK FARM BUREAU, INC.","NEW YORK FARM BUREAU, INC.","USMCA (North American Free Trade Agreement/United States-Mexico-Canada Agreement);
Vegetable Trade Letter regarding dumping of Canadian produce on to the U.S. Market.
",2020-04-17 00:00:00
"2cb7d39f-457e-5807-a6b2-edaf2ebdef11",1,THE WASHINGTON TAX & PUBLIC POLICY GROUP (FORMERLY THE WASHINGTON TAX GROUP),LEGGET & PLATT,Issues related to USMCA. Issues related to section 232 tariffs. Issues related to anti-dumping investigations.,2020-04-17 00:00:00
"2d724b14-12c4-5082-bf16-5c08badc76e7",1,CAPITOL HILL CONSULTING GROUP,BlueScope Steel North America Corporation,Section 232 tariffs on imported steel: general trade issues; assist with anti-dumping case.,2020-04-17 00:00:00
"1b42c688-f8d0-5673-bf8d-f106a52d88c2",1,BRACEWELL LLP,American Coalition of Cabinet Distributors,Proposed anti-dumping duties on RTA cabinets (also Lobbied International Trade Commission but not updated in agency list),2020-04-16 00:00:00
"80dac1c0-7d7e-599c-91a1-11f73d82e31c",8,"DUTKO WORLDWIDE, LLC",AMERICAN HOME FURNISHINGS ALLIANCE,Discuss impacts of scope ruling on anti-dumping orders. Monitor implementations on P.L. 111-199 on import certifications.,2020-04-16 00:00:00
c27fb402-9a73-5914-9795-fd1dd22fb2ce,1,BRACEWELL LLP,"Cornerstone Building Brands, Inc.",Proposed anti-dumping duties on fabricated structural steel,2020-04-15 00:00:00
"1c7de526-11ff-5372-9bbb-52a12ba448fe",1,"RYBERG AND SMITH, L.L.C.",CBI Sugar Group,"Legislation affecting the US sugar program, Administration of the US sugar program, Treatment of sugar under trade preference programs and FTAs, and antidumping and countervailing duty investigations of sugar imports from Mexico.",2020-04-14 00:00:00
"1c7de526-11ff-5372-9bbb-52a12ba448fe",2,"RYBERG AND SMITH, L.L.C.",CBI Sugar Group,"Legislation affecting the US sugar program, Administration of the US sugar program, Treatment of sugar under trade preference programs and FTAs, and antidumping and countervailing duty investigations of sugar imports from Mexico.",2020-04-14 00:00:00
"02795d99-eeee-58f8-9780-65362162087d",1,"RYBERG AND SMITH, L.L.C.",International Sugar Trade Coalition,"1. Administration of US TRQs on sugar; 2. antidumping and countervailing duty investigations of sugar imports from Mexico; 3. Other issues affecting access to the US sugar market",2020-04-14 00:00:00
"38110835-59fb-5386-ac16-69ffac5d08e8",4,"ROBERT N. PYLE & ASSOCIATES, INC.",ERAMET MARIETTA INC,anti dumping relief,2020-03-31 00:00:00
d9cfe9b6-12e2-5e9d-a98a-1a36058bbf3e,4,"JMH GROUP, FORMERLY JAMIAN MCELROY & HAMLIN, LLC","Delta Star, Inc.",Met with Congressman Cline and Riggleman's offices - followed up on a dumping issue by Hyundai regarding to imported transformers.,2020-03-27 00:00:00
"35cfde74-9874-57bd-acc8-f0e5254360de",3,ALBEMARLE CORPORATION,ALBEMARLE CORPORATION,anti-dumping,2020-02-20 00:00:00
fccab93d-8798-5f4a-a438-74e138aa6130,1,CONSULTORES INTERNACIONALES ANSLEY,Corey S.A de C.V.,"Advocacy related to steel trade issues, including antidumping and countervailing duty investigations on fabricated structural steel from Mexico",2020-02-04 00:00:00
"7b040369-2686-51d4-a732-e307e97b33c0",3,NATIONAL FISHERIES INSTITUTE,NATIONAL FISHERIES INSTITUTE,"International trade issues; Trade Promotion Authority; trade discussions;promotion of exported goods; Generalized Systems of Preferences; Lacey Act violations; food costs; tax reform; seafood traceability regulations; FY20 Appropriations; international regulatory issues; international seafood treaties;anti-dumping and countervailing duties policy; trade issues with European Union; implementation of the Food, Conservation &amp; Energy Act of 2008 (P.L. 110-246); Implementation of the Agriculture Act of 2014 (P.L. 113-79), trade and tariffs disputes for imported and domestic goods, tariffs on goods imported from China; H.R. 940/S. 287: Bicameral Congressional Trade Authority Act; HR 1452/S.577: Import Tax Relief Act; implementation of FY19 Spending package directives",2020-02-01 00:00:00
"7b040369-2686-51d4-a732-e307e97b33c0",8,NATIONAL FISHERIES INSTITUTE,NATIONAL FISHERIES INSTITUTE,International tariff issues; Trade Promotion Authority; Generalized Systems of Preferences; Customs regulations; Lacey Act violations; tax reform; international seafood treaties;seafood traceability regulations; international regulatory issues; food costs; global production and distribution of seafood;anti-dumping and countervailing duties policy; trade issues with European Union;trade discussions;promotion of exported goods; tariff disputes for imported seafood as well as domestic seafood products; exclusion process for tariffs on goods from China; H.R. 940/S. 287: Bicameral Congressional Trade Authority Act; HR 1452/S.577: Import Tax Relief Act; FY20 Appropriations,2020-02-01 00:00:00
"7b040369-2686-51d4-a732-e307e97b33c0",11,NATIONAL FISHERIES INSTITUTE,NATIONAL FISHERIES INSTITUTE,manufacturing of domestic and imported seafood products; Food Safety Modernization Act Implementation; health benefits of a seafood diet; food costs; tax reform; global production and distribution of seafood;trade discussions; promotion of exported goods; Generalized Systems of Preferences; Lacey Act violations; seafood traceability regulations; international regulatory issues; international seafood treaties;anti-dumping and countervailing duties policy; trade issues with European Union; trade issues with China; tariff disputes over imported and domestic seafood products; standards of identity for food products; labeling regulations; expanding domestic aquaculture; FY20 Appropriations,2020-02-01 00:00:00
"7b040369-2686-51d4-a732-e307e97b33c0",12,NATIONAL FISHERIES INSTITUTE,NATIONAL FISHERIES INSTITUTE,manufacturing of domestic and imported seafood products; food costs; global production and distribution of seafood;tax reform; health benefits of a seafood diet; trade discussions; promotion of exported goods; Generalized Systems of Preferences; Lacey Act violations; seafood traceability regulations; international regulatory issues; international seafood treaties;anti-dumping and countervailing duties policy; trade issues with European Union; tariff disputes with regards to domestic and imported seafood products; tariff exclusion process for tariffs on goods from China,2020-02-01 00:00:00
"7b040369-2686-51d4-a732-e307e97b33c0",13,NATIONAL FISHERIES INSTITUTE,NATIONAL FISHERIES INSTITUTE,tax reform; manufacturing of domestic and imported seafood products; food costs; health benefits of a seafood diet; trade and tariff discussions; seafood traceability regulations; international regulatory issues; global production and distribution of seafood; international seafood treaties;anti-dumping and countervailing duties policy; trade issues with European Union; trade issues with China;,2020-02-01 00:00:00
"7b040369-2686-51d4-a732-e307e97b33c0",14,NATIONAL FISHERIES INSTITUTE,NATIONAL FISHERIES INSTITUTE,global production and distribution of seafood; manufacturing of domestic and imported seafood products; Food Safety Modernization Act Implementation; health benefits of a seafood diet; food costs; tax reform; trade discussions; promotion of exported goods; Generalized Systems of Preferences; Lacey Act violations; seafood traceability regulations; international regulatory issues; international seafood treaties;anti-dumping and countervailing duties policy; trade issues with European Union; tariff disputes in regards to imported and domestic seafood products;H.R. 940/S. 287: Bicameral Congressional Trade Authority Act; HR 1452/S.577: Import Tax Relief Act,2020-02-01 00:00:00
"57ea6d92-f9b4-5ee2-9360-bf64973a9d81",3,RENEWABLE FUELS ASSOCIATION,RENEWABLE FUELS ASSOCIATION,EU Anti-Dumping Penalty; Peru Ethanol Trade and Fuel Policy; Peru Countervailing Duty Action; Brazil Ethanol Import Tariffs and Tariff Rate Quota; Brazil RenovaBio program; China Ethanol and DDGS tariffs; Mexico Fuel Reform; India Fuel Grade Ethanol Import Ban; Colombia Ethanol Countervailing Duty Investigation; Ontario/Canada Clean Fuel Standard; Canada Ethanol Import Tariff; Japan Fuel Policy and Blending Program; China Phase Deal,2020-01-28 00:00:00
"80348a2e-4ebf-5064-9806-8fed6f8e5beb",3,"PARK STRATEGIES, LLC","Brookfield Financial Properties, LLC","Anti-Dumping/Countervailing Duties Case filed against Canada, Mexico &amp; China recently by the American Institute of Steel Contractors alleging dumping/illegal subsidy of fabricated structural steel by manufacturers in those countries.",2020-01-22 00:00:00
"0cc37240-d31c-56ba-b476-35e6cf7826f4",3,"PARK STRATEGIES, LLC","Brookfield Property Group, LLC","Anti-Dumping/Countervailing Duties Case filed against Canada, Mexico &amp; China recently by the American Institute of Steel Contractors alleging dumping/illegal subsidy of fabricated structural steel by manufacturers in those countries.",2020-01-22 00:00:00
"1a7dc8aa-4aa7-5e3a-8006-5a2b3495eed9",1,KELLEY DRYE & WARREN LLP,FRESH GARLIC PRODUCERS ASSOCIATION,Fraudulent claims made regarding the anti-dumping order on fresh garlic from China,2020-01-21 00:00:00
e10bf4ac-4f17-5daa-979c-cb7180fa8746,12,"UNITED AUTOMOBILE, AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS","United Automobile, Aerospace & Agricultural Implement Workers",Currency Manipulation; Encouraging U.S. Exports; NAFTA Renegotiation; Buy America; KORUS; Dumping; 232; Labor Rights; Trade Enforcement; Japan; EVs; Britain; Acceptance of US auto safety standards; TAA; USMCA; China,2020-01-21 00:00:00
"17b55e55-1893-53f1-80cc-25a38edb1054",1,BRACEWELL LLP,American Coalition of Cabinet Distributors,Proposed anti-dumping duties on RTA cabinets,2020-01-21 00:00:00
"24a690a3-bb18-537c-9d05-c75c1c4d3ab5",4,"JMH GROUP, FORMERLY JAMIAN MCELROY & HAMLIN, LLC","Delta Star, Inc.",Met with Congressman Cline and Riggleman's offices - followed up on a dumping issue by Hyundai regarding to imported transformers and thanked them for sending a letter to Sec. Ross of Department of Commerce for his office to maintain current tariffs/duties.,2020-01-21 00:00:00
"708c16a0-f482-5c36-b181-aa28b0ca9efb",8,NATIONAL MARINE MANUFACTURERS ASSOCIATION,NATIONAL ASSOCIATION OF MANUFACTURERS,"retalitory tariffs on US boats from China, Canada, Mexico, and Europe; Bicameral Congressional Trade Authority Act of 2019 (H.R.940/S.287); Trade Security Act (H.R.1008/S.365); 301 tariff on marine products, 232 tariffs on steel and aluminum; antidumping and countervieling duties on Chinese aluminum sheet; tax on non-motorized vessels and paddlecraft
",2020-01-21 00:00:00
"4a4ced1b-dbf8-588e-9fbd-9df6a420c36f",1,KING & SPALDING LLP,American Furniture Manufacturers Committee for Legal Trade (Informal Coalition),China antidumping issues; trade issues related to enforcement of China dumping orders; furniture import evasion issues,2020-01-21 00:00:00
"1e2c287d-4489-5ca1-8a4a-c45a66dbdacd",1,KING & SPALDING LLP,Polyethylene Retail Carrier Bag Committee (Informal Coalition),Preservation and enforcement of U.S. trade remedy laws; issues related to China antidumping enforcement,2020-01-21 00:00:00
ba5f806e-f91e-5736-8aa4-66f96bbf7f2f,2,FLORIDA CRYSTALS CORPORATION,FLORIDA CRYSTALS CORPORATION,"FTA's including NAFTA, CAFTA-DR, USMCA, and WTO negotiations that might impact the Tariff Rate Quotas and/or elimination of tariffs on sugar, as well as Mexican Anti-dumping and Countervailing Duty trade cases. Other trade issues affecting sugar or biofuels.",2020-01-21 00:00:00
ab274b26-375a-5e40-8f80-902a868e5bcc,1,CAPITOL HILL CONSULTING GROUP,BlueScope Steel North America Corporation,Section 232 tariffs on imported steel: general trade issues; assist with anti-dumping case.,2020-01-21 00:00:00
"4ff2fb55-e855-5914-8165-92472773f3c8",1,KELLEY DRYE & WARREN LLP,McWane Inc.,U.S. Customs enforcement of country of origin marking requirements; U.S. Commerce discretion to use adverse facts available in antidumping and subsidy investigations.,2020-01-21 00:00:00
"684f3c05-424f-5ff9-a5e0-4dff57999617",4,KELLEY DRYE & WARREN LLP,MUNICIPAL CASTINGS FAIR TRADE COUNCIL,U.S. Customs enforcement of country of origin marking requirements; U.S. Commerce discretion to use adverse facts available in antidumping and subsidy investigations.,2020-01-21 00:00:00
"8b3536fd-f45d-5ac3-bfb8-e05877ef40b1",7,THE HOME DEPOT,The Home Depot,"miscellaneous tariff bill implementation; countervailing and anti-dumping duties on softwood lumber, steel, aluminum, and cases wood cabinets and vanities; tariffs on imports under Section 301; EU tariffs; countervailing/anti-dumping additions of quartz counter top, ceramic tile, steel racking; USTR Section 301 exclusion process and exclusions for impacted products; countervailing/anti-dumping of aluminum wire and cable",2020-01-21 00:00:00
b33b6dd8-4fd4-548b-9d83-402791fa6236,1,KELLEY DRYE & WARREN LLP,New Shipper Bond Petitioners Coalition,"Federal Policy regarding the distribution of duties collected on dumped Chinese imports to U.S. honey, crawfish, garlic, and canned mushroom producers under the Continued Dumping and Subsidy Offset Act (P.L. 106-387).",2020-01-21 00:00:00
"675b7a4b-28bc-5ef9-8400-f48bebe0e8b6",3,"CHAPMAN CAPITOL CONSULTING, INC.",DOYON LTD,Anti-dumping and countervailing duty investigations on fabricated structural steel,2020-01-20 00:00:00
"6efe7868-d276-5e59-ab16-cc09ecfb5230",2,"BROWNSTEIN, HYATT, FARBER, SCHRECK, LLP",NATIONAL BIODIESEL BOARD,General trade issues; issues related to antidumping case in Argentina,2020-01-20 00:00:00
